policyID,statecode,tiv,latitude,longitude,construction,granularity
582530,FL,813692.25,26.29019,-80.097282,Masonry,1
905338,FL,72936,26.2813,-80.11051,Wood,1
838111,FL,32821.2,26.271294,-80.119324,Wood,1
662275,FL,14587.2,26.271294,-80.119324,Wood,1
721571,FL,4102.65,26.271294,-80.119324,Wood,1
287087,FL,5470.2,26.271294,-80.119324,Wood,1
669419,FL,2613798.32,26.29019,-80.096924,Reinforced Masonry,1
622520,FL,377950.71,26.282282,-80.093201,Masonry,1
569332,FL,173413.55,26.279766,-80.10968,Wood,1
502845,FL,158536.42,26.289985,-80.08642,Wood,3
498350,FL,158536.42,26.284723,-80.125908,Wood,1
124288,FL,92479.2,26.291008,-80.094017,Wood,1
320912,FL,92479.2,26.29447,-80.1114,Wood,4
351954,FL,75146.87,26.27783,-80.12767,Wood,1
906126,FL,70602.05,26.292419,-80.102394,Wood,1
436052,FL,43810.83,26.280373,-80.13575,Wood,1
883496,FL,43810.83,26.285328,-80.123802,Wood,1
522047,FL,21905.42,26.26119,-80.10879,Wood,1
312924,FL,21905.42,26.275129,-80.112762,Wood,3
646742,FL,21905.42,26.27199,-80.09964,Wood,1
384669,FL,21905.42,26.2939,-80.10316,Wood,1
542278,FL,21905.42,26.278057,-80.113647,Wood,1
452311,FL,21905.42,26.271374,-80.144394,Wood,1
574318,FL,21905.42,26.284781,-80.096085,Wood,1
987735,FL,21905.42,26.287,-80.09235,Wood,1
646886,FL,21905.42,26.279682,-80.089577,Wood,1
452524,FL,21905.42,26.28122,-80.08764,Wood,1
436092,FL,21905.42,26.27356,-80.09137,Wood,1
447626,FL,21905.42,26.27512,-80.08288,Wood,1
390591,FL,21905.42,26.269308,-80.094833,Wood,1
864221,FL,21905.42,26.267506,-80.098495,Wood,1
203691,FL,21905.42,26.26982,-80.09109,Wood,1
735168,FL,21905.42,26.290022,-80.085251,Wood,1
639640,FL,21905.42,26.253395,-80.159508,Wood,3
805484,FL,2032533,26.28009,-80.09459,Reinforced Masonry,1
721351,FL,605070,26.285307,-80.123726,Masonry,1
349424,FL,224692.38,26.29752,-80.142005,Wood,3
940987,FL,77671.44,26.275469,-80.0867,Wood,1
232513,FL,183082.68,26.272062,-80.109146,Wood,1
119627,FL,49931.64,26.271917,-80.109138,Wood,1
994243,FL,93390.66,26.27257,-80.112,Wood,1
754433,FL,205274.52,26.27257,-80.112,Wood,1
173289,FL,341199.54,26.27257,-80.112,Wood,1
141938,FL,1101778.2,26.275221,-80.109154,Masonry,3
741726,FL,19620000,26.260452,-80.14077,Reinforced Concrete,1
974604,FL,2277035.1,26.266279,-80.13829,Reinforced Masonry,1
835768,FL,2350658.7,26.289854,-80.118286,Reinforced Masonry,1
994386,FL,18270000,26.281206,-80.117104,Reinforced Concrete,1
140136,FL,2988900,26.281584,-80.11422,Reinforced Masonry,1
371360,FL,396969.3,26.27515,-80.12072,Masonry,3
920513,FL,3050244,26.260397,-80.148056,Reinforced Masonry,1
140236,FL,3111974.13,26.289858,-80.112579,Reinforced Masonry,1
689529,FL,753460.43,26.28865,-80.11156,Masonry,1
744851,FL,2281500,26.290133,-80.09832,Reinforced Masonry,1
168280,FL,2091420,26.290154,-80.097824,Reinforced Masonry,1
635192,FL,2138940,26.28967,-80.09799,Reinforced Masonry,1
499554,FL,9090000,26.260498,-80.127365,Reinforced Concrete,1
487108,FL,4599000,26.260498,-80.127365,Reinforced Masonry,1
522468,FL,2970000,26.26049,-80.127548,Reinforced Masonry,3
461117,FL,1628046,26.28957,-80.09284,Masonry,1
172057,FL,784950.75,26.28962,-80.09337,Masonry,1
339082,FL,726806.25,26.26691,-80.09294,Masonry,1
643431,FL,515208.72,26.27904,-80.11681,Masonry,1
647792,FL,382291.33,26.21658,-80.122185,Masonry,3
541692,FL,382291.33,26.27512,-80.12212,Masonry,3
611463,FL,761096.19,26.25862,-80.125,Masonry,1
733332,FL,18000,26.264393,-80.134644,Wood,1
796548,FL,18000,26.264393,-80.134644,Wood,1
801249,FL,18000,26.264393,-80.134644,Wood,1
863632,FL,18000,26.264393,-80.134644,Wood,1
659627,FL,18000,26.264553,-80.134819,Wood,1
487117,FL,18000,26.264393,-80.134644,Wood,1
301444,FL,18000,26.264393,-80.134644,Wood,1
902267,FL,18000,26.264393,-80.134644,Wood,1
530842,FL,18292.9,26.277689,-80.09388,Wood,1
484651,FL,1608361.3,26.277172,-80.093445,Masonry,1
562730,FL,458220.35,26.287724,-80.092606,Masonry,1
571700,FL,561.13,26.2886,-80.09384,Wood,1
215023,FL,39279.24,26.269203,-80.082146,Wood,1
278032,FL,31423.39,26.2782,-80.114,Wood,4
560387,FL,1885.4,26.2782,-80.114,Wood,4
902473,FL,57600,26.284904,-80.146149,Wood,3
667321,FL,1041957,26.27328,-80.11304,Masonry,1
892793,FL,14663.78,26.270775,-80.258583,Wood,1
355993,FL,5247145.3,26.27661,-80.24095,Reinforced Masonry,1
569678,FL,1458915.68,26.27215,-80.28809,Masonry,1
946819,FL,1458915.68,26.27215,-80.28809,Masonry,1
965313,FL,1458915.68,26.27215,-80.28809,Masonry,1
992235,FL,1772316,26.27114,-80.24135,Masonry,1
634735,FL,938700,26.27114,-80.24135,Masonry,1
166470,FL,290214,26.26247,-80.25472,Wood,1
678377,FL,202590,26.27114,-80.24135,Wood,1
437606,FL,1409181.84,26.26612,-80.25917,Masonry,1
896734,FL,1138256.46,26.26612,-80.25917,Masonry,1
789650,FL,789659.64,26.27899,-80.25965,Masonry,1
356621,FL,33750000,26.263365,-80.258095,Reinforced Concrete,1
558372,FL,12020.58,26.263365,-80.258095,Wood,1
173199,FL,1052731.55,26.265028,-80.250137,Masonry,1
856400,FL,14490000,26.270269,-80.250076,Reinforced Concrete,1
984061,FL,17010000,26.26466,-80.26315,Reinforced Concrete,1
425896,FL,18057.53,26.2718,-80.2571,Wood,4
271734,FL,2708.63,26.264359,-80.293968,Wood,1
367775,FL,3611.51,26.264359,-80.293968,Wood,1
355760,FL,6320.14,26.264359,-80.293968,Wood,1
944395,FL,57784.1,26.264359,-80.293968,Wood,1
143992,FL,23474.79,26.264359,-80.293968,Wood,1
412944,FL,5497615.61,26.260773,-80.26606,Reinforced Masonry,1
139757,FL,121888.34,26.264359,-80.293968,Wood,1
748594,FL,54172.6,26.2718,-80.2571,Wood,4
816130,FL,90287.66,26.2718,-80.2571,Wood,4
495257,FL,5417.26,26.2718,-80.2571,Wood,4
719714,FL,9028.77,26.2718,-80.2571,Wood,4
973692,FL,10834.52,26.2718,-80.2571,Wood,4
554745,FL,10834.52,26.2718,-80.2571,Wood,4
700606,FL,10834.52,26.2718,-80.2571,Wood,4
574490,FL,10834.52,26.2718,-80.2571,Wood,4
718638,FL,18057.53,26.2718,-80.2571,Wood,4
378023,FL,13543.15,26.2718,-80.2571,Wood,4
659776,FL,45143.83,26.2718,-80.2571,Wood,4
378438,FL,22571.91,26.2718,-80.2571,Wood,4
997331,FL,13543.15,26.2718,-80.2571,Wood,4
282681,FL,36115.06,26.2718,-80.2571,Wood,4
700682,FL,13543.15,26.2718,-80.2571,Wood,4
825968,FL,93899.17,26.26943,-80.27423,Wood,1
150967,FL,102927.93,26.26792,-80.240189,Wood,1
880895,FL,169740.8,26.267807,-80.238281,Wood,1
725930,FL,114665.33,26.268164,-80.282295,Wood,1
216149,FL,102927.93,26.2718,-80.2571,Wood,3
627868,FL,56748.5,26.264677,-80.266083,Wood,1
699242,FL,100219.3,26.2759,-80.25013,Wood,1
660295,FL,12640.27,26.2718,-80.2571,Wood,3
636962,FL,14446.03,26.2718,-80.2571,Wood,3
343822,FL,35212.19,26.2718,-80.2571,Wood,3
854890,FL,18057.53,26.2718,-80.2571,Wood,4
150554,FL,22571.91,26.2718,-80.2571,Wood,4
204758,FL,10834.52,26.2718,-80.2571,Wood,4
272337,FL,36115.06,26.2718,-80.2571,Wood,4
963562,FL,819811.95,26.281452,-80.288818,Masonry,1
270754,FL,45143.83,26.2718,-80.2571,Wood,4
358108,FL,36115.06,26.2718,-80.2571,Wood,4
837955,FL,5417.26,26.2718,-80.2571,Wood,4
432016,FL,244679.56,26.2718,-80.2571,Wood,4
529545,FL,57784.1,26.274294,-80.233589,Wood,1
961967,FL,50561.09,26.274294,-80.233589,Wood,1
142164,FL,2050432.76,26.2718,-80.2571,Reinforced Masonry,3
773375,FL,193215.59,26.2718,-80.2571,Wood,3
505203,FL,430672.14,26.27661,-80.24095,Masonry,1
393488,FL,893847.83,26.27661,-80.24095,Masonry,1
773648,FL,1627886.51,26.2718,-80.2571,Masonry,3
115665,FL,221204.77,26.2718,-80.2571,Wood,4
582327,FL,182381.07,26.274294,-80.233589,Wood,1
519260,FL,339481.6,26.2718,-80.2571,Wood,3
317576,FL,84870.4,26.2718,-80.2571,Wood,3
658950,FL,2708.63,26.267082,-80.260246,Wood,1
443997,FL,20766.16,26.267082,-80.260246,Wood,1
393185,FL,34309.31,26.267082,-80.260246,Wood,1
280420,FL,212176,26.267082,-80.260246,Wood,1
561082,FL,6320.14,26.267082,-80.260246,Wood,1
432533,FL,90287.66,26.2718,-80.2571,Wood,4
124933,FL,22571.91,26.2718,-80.2571,Wood,4
858658,FL,10834.52,26.2718,-80.2571,Wood,4
622151,FL,278085.99,26.267103,-80.262756,Wood,1
466626,FL,180575.32,26.2718,-80.2571,Wood,4
387281,FL,233845.04,26.267082,-80.260246,Wood,1
567352,FL,5417.26,26.2718,-80.2571,Wood,4
731203,FL,217593.26,26.2619,-80.29235,Wood,1
107129,FL,161614.91,26.2619,-80.29235,Wood,1
659135,FL,427963.51,26.2619,-80.29235,Masonry,1
837138,FL,37017.94,26.2619,-80.29235,Wood,1
779700,FL,769250.86,26.2619,-80.29235,Masonry,1
997161,FL,183283.95,26.265455,-80.23803,Wood,3
357914,FL,18057.53,26.265455,-80.23803,Wood,3
173853,FL,1805.75,26.267082,-80.260246,Wood,1
667395,FL,67715.74,26.259262,-80.291084,Wood,1
152955,FL,57784.1,26.267082,-80.260246,Wood,1
408255,FL,10834.52,26.267082,-80.260246,Wood,1
406116,FL,232942.16,26.267082,-80.260246,Wood,1
637091,FL,25733.79,26.259262,-80.291084,Wood,1
971896,FL,171546.55,26.259262,-80.291084,Wood,1
595203,FL,184186.83,26.267082,-80.260246,Wood,1
985693,FL,902876.6,26.259262,-80.291084,Masonry,1
123369,FL,112500,26.27196,-80.25688,Wood,1
446302,FL,698400,26.27196,-80.25688,Masonry,1
136809,FL,523300.5,26.27426,-80.27722,Masonry,1
547411,FL,6111423.9,26.2684,-80.25071,Reinforced Masonry,1
735373,FL,371070,26.272106,-80.233299,Masonry,1
285772,FL,18000,26.27134,-80.29136,Wood,1
490234,FL,14130000,26.242949,-80.172569,Reinforced Concrete,1
615238,FL,4179066.3,26.242449,-80.17289,Reinforced Masonry,1
516789,FL,3446865,26.242449,-80.17289,Reinforced Masonry,1
918308,FL,2897055,26.242449,-80.17289,Reinforced Masonry,1
279184,FL,2911005,26.242449,-80.17289,Reinforced Masonry,1
210546,FL,12690000,26.242449,-80.17289,Reinforced Concrete,1
717975,FL,75600,26.242449,-80.17289,Wood,1
496166,FL,151200,26.242449,-80.17289,Wood,1
326286,FL,151200,26.242449,-80.17289,Wood,1
427090,FL,210578.4,26.242449,-80.17289,Wood,1
202320,FL,9202.56,26.24189,-80.18025,Wood,1
149701,FL,2693.43,26.24189,-80.18025,Wood,1
410612,FL,3142.34,26.24189,-80.18025,Wood,1
461157,FL,6396.9,26.238066,-80.182495,Wood,1
454581,FL,6284.68,26.238066,-80.182495,Wood,1
592428,FL,25318.27,26.238066,-80.182495,Wood,1
772605,FL,196.4,26.256447,-80.18486,Wood,1
632806,FL,33667.92,26.256447,-80.18486,Wood,1
753706,FL,75079.46,26.259727,-80.17836,Wood,1
537159,FL,1346.72,26.234684,-80.175934,Wood,1
702715,FL,20200.75,26.272781,-80.186256,Wood,1
383379,FL,673.36,26.272781,-80.186256,Wood,1
964884,FL,11970000,26.274813,-80.206497,Reinforced Concrete,1
387423,FL,193754.48,26.276453,-80.213097,Wood,1
800992,FL,91.17,26.276453,-80.213097,Wood,1
445179,FL,907507.11,26.31476,-80.20438,Masonry,1
613758,FL,907507.11,26.31476,-80.20438,Masonry,1
408658,FL,907507.11,26.31476,-80.20438,Masonry,1
535377,FL,907507.11,26.31476,-80.20438,Masonry,1
491625,FL,907507.11,26.31476,-80.20438,Masonry,1
850392,FL,907507.11,26.31476,-80.20438,Masonry,1
990420,FL,907507.11,26.31476,-80.20438,Masonry,1
296089,FL,907507.11,26.31476,-80.20438,Masonry,1
133460,FL,907507.11,26.31476,-80.20438,Masonry,1
470310,FL,907507.11,26.31476,-80.20438,Masonry,1
220178,FL,907507.11,26.31476,-80.20438,Masonry,1
311729,FL,907507.11,26.31476,-80.20438,Masonry,1
861487,FL,6916183.2,26.287985,-80.250404,Reinforced Masonry,1
432346,FL,1832166.67,26.2854,-80.20846,Reinforced Masonry,1
673104,FL,1832166.67,26.2854,-80.20846,Reinforced Masonry,1
132018,FL,1832166.67,26.2854,-80.20846,Reinforced Masonry,1
128147,FL,1832166.67,26.2854,-80.20846,Reinforced Masonry,1
856982,FL,1832166.67,26.2854,-80.20846,Reinforced Masonry,1
818175,FL,7586791.2,26.286674,-80.234298,Reinforced Masonry,1
373879,FL,7397.28,26.304352,-80.251244,Wood,1
197607,FL,2773.98,26.304352,-80.251244,Wood,1
963127,FL,4623.3,26.304352,-80.251244,Wood,1
900600,FL,3698.64,26.304352,-80.251244,Wood,1
706599,FL,4256209.98,26.304352,-80.251244,Reinforced Masonry,1
901540,FL,1725415.56,26.304352,-80.251244,Masonry,1
656543,FL,13680000,26.31763,-80.20222,Reinforced Concrete,1
155516,FL,736740.9,26.30127,-80.21981,Masonry,1
841139,FL,62298.49,26.286201,-80.21077,Wood,1
451105,FL,18057.53,26.288645,-80.216789,Wood,1
609272,FL,837869.48,26.286394,-80.217659,Masonry,1
776230,FL,456855.56,26.286394,-80.217659,Masonry,1
586607,FL,24128.67,26.298635,-80.240486,Wood,1
575282,FL,24128.67,26.294327,-80.24884,Wood,1
798288,FL,24128.67,26.308393,-80.242546,Wood,3
367916,FL,92586.77,26.29516,-80.23501,Wood,1
890939,FL,92586.77,26.307453,-80.235336,Wood,3
116717,FL,92586.77,26.29829,-80.23661,Wood,1
994333,FL,102687.15,26.3117,-80.25179,Wood,1
777422,FL,336.68,26.3117,-80.25179,Wood,1
477806,FL,1683.4,26.319715,-80.222656,Wood,1
460946,FL,5628.15,26.319715,-80.222656,Wood,1
100693,FL,2805659.78,26.31124,-80.22188,Reinforced Masonry,1
578361,FL,174740.98,26.31124,-80.22188,Wood,1
641517,FL,4432.94,26.310684,-80.238083,Wood,3
391105,FL,2020.08,26.310684,-80.238083,Wood,3
882744,FL,673.36,26.328272,-80.220863,Wood,1
630836,FL,505.02,26.328272,-80.220863,Wood,1
570991,FL,993.2,26.328272,-80.220863,Wood,1
684051,FL,1683.4,26.328272,-80.220863,Wood,1
198702,FL,58211.83,26.325209,-80.21347,Wood,1
137621,FL,6733.58,26.325209,-80.21347,Wood,1
699815,FL,2244.53,26.325209,-80.21347,Wood,1
430069,FL,1902.24,26.325209,-80.21347,Wood,1
958864,FL,3591.24,26.325209,-80.21347,Wood,1
570336,FL,5297.09,26.325209,-80.21347,Wood,1
827283,FL,104010.3,26.310802,-80.24556,Wood,1
262744,FL,252.51,26.310802,-80.24556,Wood,1
242589,FL,1447.72,26.310802,-80.24556,Wood,1
793989,FL,162167.13,26.325209,-80.21347,Wood,1
273468,FL,120564.81,26.325209,-80.21347,Wood,1
749934,FL,6455.26,26.325209,-80.21347,Wood,1
682332,FL,1622991.02,26.206406,-80.218353,Masonry,1
813570,FL,21905.42,26.206486,-80.217247,Wood,1
839209,FL,4472537.4,26.20744,-80.22685,Reinforced Masonry,1
387767,FL,1190103.3,26.216114,-80.22049,Masonry,1
640051,FL,948237.3,26.216114,-80.22049,Masonry,1
526161,FL,182898,26.21823,-80.21969,Wood,1
227106,FL,1499798.52,26.20849,-80.203939,Masonry,1
458803,FL,531679.5,26.20849,-80.203939,Masonry,1
938141,FL,485446.5,26.20849,-80.203939,Masonry,1
649423,FL,485446.5,26.20849,-80.203939,Masonry,1
323851,FL,7363067.58,26.20849,-80.203939,Reinforced Masonry,1
474671,FL,88767.36,26.20849,-80.203939,Wood,1
559833,FL,984811.5,26.215828,-80.208252,Masonry,1
409342,FL,2559.42,26.2153,-80.2176,Wood,4
664266,FL,6838.14,26.2153,-80.2176,Wood,4
436918,FL,2559.42,26.2153,-80.2176,Wood,4
323659,FL,4649.94,26.2153,-80.2176,Wood,4
179948,FL,6838.14,26.2153,-80.2176,Wood,4
633828,FL,19537.56,26.2153,-80.2176,Wood,4
350940,FL,308832.93,26.2168,-80.23123,Wood,1
683182,FL,2623.61,26.2168,-80.23123,Wood,1
978164,FL,1818.85,26.2168,-80.23123,Wood,1
659150,FL,6639.05,26.201975,-80.203807,Wood,1
680718,FL,30771.65,26.218475,-80.220512,Wood,1
857256,FL,14606.65,26.218475,-80.220512,Wood,1
771320,FL,57310.16,26.218475,-80.220512,Wood,1
418777,FL,125397.61,26.218475,-80.220512,Wood,1
451832,FL,56415.16,26.218475,-80.220512,Wood,1
960321,FL,372092.75,26.222593,-80.222267,Masonry,1
971909,FL,2559.42,26.2153,-80.2176,Wood,4
274157,FL,4231.28,26.208395,-80.239815,Wood,1
644549,FL,26008.21,26.208395,-80.239815,Wood,1
452798,FL,2559.42,26.2153,-80.2176,Wood,4
439761,FL,2539.88,26.2153,-80.2176,Wood,4
627658,FL,4555.04,26.201075,-80.205734,Wood,3
448049,FL,52016.42,26.201075,-80.205734,Wood,3
805694,FL,8571.4,26.201075,-80.205734,Wood,3
150152,FL,110154.6,26.201975,-80.203807,Wood,1
126686,FL,502.39,26.208643,-80.23632,Wood,1
574623,FL,44353.97,26.208643,-80.23632,Wood,1
321679,FL,5582.16,26.222374,-80.220581,Wood,1
395556,FL,3250.68,26.218714,-80.22065,Wood,1
428000,FL,12446.35,26.218714,-80.22065,Wood,1
517614,FL,794346.77,26.218714,-80.22065,Masonry,1
123782,FL,32004.38,26.222374,-80.220581,Wood,1
588357,FL,982.46,26.201075,-80.205734,Wood,3
420149,FL,2232.86,26.222374,-80.220581,Wood,1
697136,FL,70707.34,26.222374,-80.220581,Wood,1
315307,FL,29771.51,26.211786,-80.214523,Wood,1
214132,FL,31260.09,26.215828,-80.208252,Wood,1
846393,FL,15386.29,26.211786,-80.214523,Wood,1
406647,FL,331063.88,26.215828,-80.208252,Wood,1
940657,FL,24769.9,26.211786,-80.214523,Wood,1
380664,FL,2322.18,26.211786,-80.214523,Wood,1
329122,FL,1194.58,26.211786,-80.214523,Wood,1
200592,FL,52844.44,26.210888,-80.235138,Wood,3
582621,FL,11488.08,26.211786,-80.214523,Wood,1
395192,FL,206167.73,26.220116,-80.220551,Wood,1
245375,FL,25643.51,26.215828,-80.208252,Wood,1
522393,FL,519813.41,26.220116,-80.220551,Masonry,1
107910,FL,23126.88,26.220116,-80.220551,Wood,1
128064,FL,606966.73,26.20982,-80.23128,Masonry,1
152038,FL,28282.94,26.21497,-80.23665,Wood,4
478587,FL,4102.89,26.21497,-80.23665,Wood,4
990346,FL,2322.18,26.21047,-80.21418,Wood,1
441959,FL,379.59,26.21047,-80.21418,Wood,1
338733,FL,7859.68,26.225002,-80.23248,Wood,1
573315,FL,2361.25,26.21047,-80.21418,Wood,1
815517,FL,19537.56,26.21622,-80.22642,Wood,1
406915,FL,5433.3,26.21622,-80.22642,Wood,1
179911,FL,5129.07,26.21838,-80.218095,Wood,1
114545,FL,98245.99,26.220116,-80.220551,Wood,1
904930,FL,3047.86,26.210888,-80.235138,Wood,3
810494,FL,72940.21,26.210888,-80.235138,Wood,3
938409,FL,23072.92,26.225002,-80.23248,Wood,1
779402,FL,27849.39,26.225002,-80.23248,Wood,1
213096,FL,100478.86,26.225002,-80.23248,Wood,1
889835,FL,30962.37,26.210888,-80.235138,Wood,3
685263,FL,594201.23,26.22922,-80.214985,Masonry,1
298686,FL,90000,26.218714,-80.22065,Wood,1
591124,FL,267417.99,26.20138,-80.22522,Wood,1
557967,FL,269557.33,26.20138,-80.22522,Wood,1
458207,FL,305926.18,26.20138,-80.22522,Wood,1
947087,FL,305926.18,26.20138,-80.22522,Wood,1
266899,FL,342295.03,26.20138,-80.22522,Wood,1
879795,FL,369036.83,26.20138,-80.22522,Masonry,1
790237,FL,427868.78,26.20138,-80.22522,Masonry,1
574923,FL,577622.86,26.20138,-80.22522,Masonry,1
212706,FL,577622.86,26.20138,-80.22522,Masonry,1
268603,FL,56737.4,26.20138,-80.22522,Wood,1
899960,FL,3345940.07,26.22874,-80.215365,Reinforced Masonry,1
270842,FL,12518.55,26.231112,-80.159477,Wood,3
954102,FL,9117,26.26604,-80.14929,Wood,1
905212,FL,289920.6,26.247471,-80.163719,Wood,1
588844,FL,6213235.5,26.24929,-80.16437,Reinforced Masonry,1
786633,FL,2516292,26.250355,-80.163811,Reinforced Masonry,1
819052,FL,31955.09,26.250355,-80.163811,Wood,1
472865,FL,299614.71,26.250355,-80.163811,Wood,1
616769,FL,2334462.55,26.26258,-80.16615,Reinforced Masonry,3
534503,FL,92409.91,26.260138,-80.159073,Wood,1
627894,FL,43810.83,26.272175,-80.152184,Wood,1
927605,FL,21905.42,26.26867,-80.15377,Wood,1
244319,FL,2016683.46,26.24407,-80.15405,Reinforced Masonry,1
122578,FL,242260.92,26.24407,-80.15405,Wood,1
577106,FL,49006.98,26.24407,-80.15405,Wood,1
468088,FL,51780.96,26.24407,-80.15405,Wood,1
340019,FL,14794.56,26.245758,-80.143112,Wood,1
499563,FL,276473.34,26.245758,-80.143112,Wood,1
407032,FL,39760.38,26.245758,-80.143112,Wood,1
453630,FL,82294.74,26.245758,-80.143112,Wood,1
602693,FL,7245000,26.254,-80.1416,Reinforced Masonry,1
767378,FL,2402760.83,26.215979,-80.158661,Reinforced Masonry,1
854373,FL,2821197.6,26.225019,-80.156738,Reinforced Masonry,1
782065,FL,16020000,26.225019,-80.156738,Reinforced Concrete,1
732384,FL,20610000,26.225019,-80.156738,Reinforced Concrete,1
133562,FL,20880000,26.225019,-80.156738,Reinforced Concrete,1
127681,FL,12240000,26.238323,-80.152069,Reinforced Concrete,1
414634,FL,212400000,26.226437,-80.146843,Steel Frame,3
439739,FL,28980000,26.226437,-80.146843,Reinforced Concrete,3
437671,FL,6222768.75,26.226437,-80.146843,Reinforced Masonry,3
992797,FL,1631496.83,26.226437,-80.146843,Masonry,3
631228,FL,217231.2,26.226437,-80.146843,Wood,3
287374,FL,15300000,26.226532,-80.142349,Reinforced Concrete,1
512486,FL,4857003.9,26.257791,-80.164073,Reinforced Masonry,1
302137,FL,2514301.91,26.23054,-80.15318,Reinforced Masonry,3
480777,FL,489212.32,26.234051,-80.147354,Masonry,1
753819,FL,2232000,26.23012,-80.14347,Reinforced Masonry,1
458076,FL,459270,26.213398,-80.156204,Masonry,3
538936,FL,4497492.22,26.223654,-80.142441,Reinforced Masonry,1
456164,FL,932646.83,26.223602,-80.143875,Masonry,1
602545,FL,940843.4,26.22409,-80.14301,Masonry,1
708187,FL,5442155.96,26.22119,-80.14294,Reinforced Masonry,1
690113,FL,1406599.2,26.227448,-80.142798,Masonry,1
467907,FL,784980,26.226536,-80.143005,Masonry,3
723320,FL,1579319.28,25.0066,-80.5242,Masonry,4
287295,FL,466953.3,25.0066,-80.5242,Masonry,4
708846,FL,48082.32,25.0066,-80.5242,Wood,4
473430,FL,277355.7,24.974913,-80.554222,Wood,1
949046,FL,64178.1,25.012226,-80.51458,Wood,1
611337,FL,7597587.49,26.24843,-80.25261,Reinforced Masonry,3
994005,FL,2160969.69,26.240812,-80.267281,Reinforced Masonry,1
851343,FL,52380000,26.239834,-80.25177,Steel Frame,3
771324,FL,2370828.24,26.23351,-80.25261,Reinforced Masonry,3
846695,FL,408699.72,26.23184,-80.25188,Masonry,1
652424,FL,1805860.98,26.24876,-80.27873,Reinforced Masonry,1
302110,FL,105411.24,26.24876,-80.27873,Wood,1
353793,FL,1046700,26.254059,-80.252426,Masonry,3
593572,FL,291123,26.24843,-80.25261,Wood,3
374318,FL,34950.54,26.266355,-80.21233,Wood,3
826496,FL,1207.65,26.265205,-80.21436,Wood,3
185342,FL,24153.1,26.2686,-80.20637,Wood,3
581343,FL,18057.53,26.230726,-80.262558,Wood,1
703143,FL,3611.51,26.233591,-80.280357,Wood,1
108866,FL,15348.9,26.233591,-80.280357,Wood,1
524975,FL,363859.27,26.233591,-80.280357,Masonry,1
711119,FL,829743.59,26.24627,-80.27023,Masonry,1
145904,FL,83967.52,26.245989,-80.268997,Wood,1
858679,FL,18960.41,26.246981,-80.268852,Wood,1
885893,FL,1805.75,26.246981,-80.268852,Wood,1
408017,FL,334064.34,26.246981,-80.268852,Wood,1
673117,FL,9028.77,26.246981,-80.268852,Wood,1
735612,FL,105636.56,26.246981,-80.268852,Wood,1
833416,FL,237456.55,26.24627,-80.27023,Wood,1
804410,FL,74035.88,26.246981,-80.268852,Wood,1
719066,FL,120082.59,26.246981,-80.268852,Wood,1
460935,FL,108345.19,26.246981,-80.268852,Wood,1
878070,FL,3611.51,26.24627,-80.27023,Wood,1
356118,FL,75841.63,26.24627,-80.27023,Wood,1
839724,FL,5417.26,26.24627,-80.27023,Wood,1
829664,FL,23474.79,26.24627,-80.27023,Wood,1
833594,FL,2708.63,26.233591,-80.280357,Wood,1
950157,FL,901973.72,26.234192,-80.279877,Masonry,1
686701,FL,695214.98,26.23774,-80.23772,Masonry,1
772790,FL,72230.13,26.233591,-80.280357,Wood,1
125713,FL,86676.15,26.249405,-80.246895,Wood,1
783130,FL,181478.2,26.249405,-80.246895,Wood,1
100074,FL,44665.57,26.2443,-80.2674,Wood,3
544757,FL,46650.71,26.2443,-80.2674,Wood,4
734611,FL,7647300,26.243067,-80.25367,Reinforced Masonry,3
806267,FL,3860.58,26.238073,-80.281189,Wood,1
455803,FL,575630.55,26.23231,-80.26168,Masonry,1
133174,FL,484537.5,26.25462,-80.24328,Masonry,1
706390,FL,3869586,26.240053,-80.252777,Reinforced Masonry,1
409438,FL,3176120.7,26.25159,-80.25263,Reinforced Masonry,3
654978,FL,13579.39,26.24469,-80.26213,Wood,1
255998,FL,966179.45,26.24469,-80.26213,Masonry,1
193823,FL,271946.99,26.24469,-80.26213,Wood,1
803965,FL,50501.88,26.2443,-80.2674,Wood,1
229420,FL,50501.88,26.238678,-80.293884,Wood,3
893650,FL,22445.28,26.24469,-80.26213,Wood,1
126606,FL,22445.28,26.24469,-80.26213,Wood,1
436297,FL,882110.66,26.24469,-80.26213,Masonry,1
676763,FL,478084.43,26.24469,-80.26213,Masonry,1
406071,FL,369112.6,26.24469,-80.26213,Masonry,1
542772,FL,432071.61,26.24469,-80.26213,Masonry,1
954870,FL,185510.22,26.24469,-80.26213,Wood,1
181383,FL,67335.83,26.24469,-80.26213,Wood,1
219052,FL,67335.83,26.2443,-80.2674,Wood,4
505154,FL,67335.83,26.2443,-80.2674,Wood,4
880751,FL,70141.49,26.252585,-80.26529,Wood,4
262056,FL,82486.4,26.32018,-80.19836,Wood,3
898351,FL,82486.4,26.32018,-80.19836,Wood,3
423956,FL,1214873.13,26.230463,-80.28537,Masonry,1
830116,FL,134671.67,26.24469,-80.26213,Wood,1
544546,FL,242380.95,26.24469,-80.26213,Wood,1
237679,FL,50501.88,26.25501,-80.24612,Wood,1
745344,FL,50501.88,26.252515,-80.257535,Wood,1
535358,FL,50501.88,26.236462,-80.24588,Wood,1
430027,FL,50501.88,26.232908,-80.237579,Wood,1
143173,FL,50501.88,26.249741,-80.246262,Wood,1
